freq[Hz];db:Trc1_S22;ang:Trc1_S22;
5.120060030015008E+009;-1.384329862806635E+000;8.165388801687219E+001;
5.124062031015508E+009;-1.337366408136055E+000;7.409327407092448E+001;
5.128064032016008E+009;-1.255359452183646E+000;6.731410491933981E+001;
5.132066033016508E+009;-1.227651706466867E+000;6.028009636690523E+001;
5.136068034017009E+009;-1.205058142345488E+000;5.345684436171757E+001;
5.140070035017509E+009;-1.158326177483885E+000;4.714855545660281E+001;
5.144072036018009E+009;-1.145995671154840E+000;4.082623937609044E+001;
5.148074037018509E+009;-1.107194830736894E+000;3.381071530407029E+001;
5.152076038019010E+009;-1.048238263358931E+000;2.717892313183064E+001;
5.156078039019509E+009;-1.040198699830176E+000;2.030507140825345E+001;
5.160080040020010E+009;-1.059563317338811E+000;1.372883554901603E+001;
5.164082041020511E+009;-1.045424843345083E+000;6.878759332806696E+000;
5.168084042021010E+009;-1.091655524739696E+000;-4.115065754589244E-001;
5.172086043021511E+009;-1.091168843789306E+000;-7.716363714779567E+000;
5.176088044022011E+009;-1.086123745478575E+000;-1.492884495380053E+001;
5.180090045022512E+009;-1.161242293020262E+000;-2.291082189566588E+001;
5.184092046023011E+009;-1.156499888938657E+000;-3.097688101584130E+001;
5.188094047023512E+009;-1.292087332073233E+000;-3.920981770693031E+001;
5.192096048024012E+009;-1.314181555593251E+000;-4.832743528214596E+001;
5.196098049024512E+009;-1.405118302498755E+000;-5.759645404594557E+001;
5.200100050025013E+009;-1.557329814056220E+000;-6.752104384750314E+001;
5.204102051025513E+009;-1.599037730417801E+000;-7.743074279729136E+001;
5.208104052026013E+009;-1.734051326439256E+000;-8.855392200856807E+001;
5.212106053026513E+009;-1.782970746213315E+000;-1.000137397495490E+002;
5.216108054027014E+009;-1.857732578655743E+000;-1.110155747805687E+002;
5.220110055027514E+009;-1.953315442004331E+000;-1.232045505007235E+002;
5.224112056028014E+009;-1.928555052965356E+000;-1.351901451014440E+002;
5.228114057028514E+009;-2.059867473285374E+000;-1.469150252010391E+002;
5.232116058029015E+009;-1.978001153487910E+000;-1.587263507977426E+002;
5.236118059029514E+009;-1.913296110858467E+000;-1.709487411935371E+002;
5.240120060030015E+009;-1.897736824905866E+000;1.772566978574983E+002;
5.244122061030516E+009;-1.882639128456899E+000;1.660779592327690E+002;
5.248124062031015E+009;-1.781644768758633E+000;1.551457637387097E+002;
5.252126063031516E+009;-1.733595659542996E+000;1.442544448580935E+002;
5.256128064032016E+009;-1.640146518702270E+000;1.340479166440996E+002;
5.260130065032517E+009;-1.566540465300310E+000;1.244666167870720E+002;
5.264132066033016E+009;-1.484767863657604E+000;1.154652429745349E+002;
5.268134067033517E+009;-1.447404847185437E+000;1.064705341063558E+002;
5.272136068034017E+009;-1.393415871894934E+000;9.789750152916439E+001;
5.276138069034517E+009;-1.321531909203705E+000;8.977740114550080E+001;
5.280140070035017E+009;-1.286386789575388E+000;8.204587622326726E+001;
5.284142071035518E+009;-1.312947596732778E+000;7.452467647395673E+001;
5.288144072036018E+009;-1.240181665066318E+000;6.721825740568278E+001;
5.292146073036518E+009;-1.258006022388844E+000;6.028383176808917E+001;
5.296148074037019E+009;-1.254521848342526E+000;5.332252803110514E+001;
5.300150075037519E+009;-1.253810975584062E+000;4.652974612049874E+001;
5.304152076038019E+009;-1.308326181538970E+000;3.972061879339116E+001;
5.308154077038519E+009;-1.215145182855707E+000;3.352759345924357E+001;
5.312156078039020E+009;-1.298530089671215E+000;2.650385427979190E+001;
5.316158079039520E+009;-1.318278187382076E+000;1.983205441248886E+001;
5.320160080040020E+009;-1.330413704362066E+000;1.333675210941956E+001;
5.324162081040521E+009;-1.333191797442044E+000;6.437975501574555E+000;
5.328164082041020E+009;-1.293928603886866E+000;-1.517903150502417E-001;
5.332166083041521E+009;-1.367617766291412E+000;-7.212283237966403E+000;
5.336168084042021E+009;-1.366281997290023E+000;-1.428804581046785E+001;
5.340170085042522E+009;-1.403221834121472E+000;-2.161995839952573E+001;
5.344172086043021E+009;-1.408872980560839E+000;-2.912755621121761E+001;
5.348174087043522E+009;-1.439583170644462E+000;-3.706155140195592E+001;
5.352176088044022E+009;-1.436965795843113E+000;-4.517985215894769E+001;
5.356178089044522E+009;-1.448862146815622E+000;-5.389346100190774E+001;
5.360180090045023E+009;-1.508656539450062E+000;-6.267652278028737E+001;
5.364182091045523E+009;-1.491035757484063E+000;-7.258074566155929E+001;
5.368184092046023E+009;-1.526985053662772E+000;-8.239776977511700E+001;
5.372186093046523E+009;-1.564944222552709E+000;-9.248822575616885E+001;
5.376188094047024E+009;-1.610455027904378E+000;-1.033808012327953E+002;
5.380190095047524E+009;-1.590779202068099E+000;-1.143930832718755E+002;
5.384192096048024E+009;-1.630536129956391E+000;-1.262868104076232E+002;
5.388194097048524E+009;-1.669507608180098E+000;-1.381921581037897E+002;
5.392196098049025E+009;-1.687275417669397E+000;-1.501484236960904E+002;
5.396198099049524E+009;-1.731280391794298E+000;-1.624249338467990E+002;
5.400200100050025E+009;-1.732546502230153E+000;-1.745086534677635E+002;
5.404202101050526E+009;-1.773914458883713E+000;1.736961758616987E+002;
5.408204102051025E+009;-1.752653658940194E+000;1.619981497856066E+002;
5.412206103051526E+009;-1.791739081319428E+000;1.506712577978030E+002;
5.416208104052026E+009;-1.777700214769006E+000;1.392264436780384E+002;
5.420210105052527E+009;-1.795230171209422E+000;1.290084451765701E+002;
5.424212106053026E+009;-1.775650920716708E+000;1.188917162853904E+002;
5.428214107053527E+009;-1.765292492808942E+000;1.092584130107081E+002;
5.432216108054027E+009;-1.771562270188727E+000;1.003762969460690E+002;
5.436218109054527E+009;-1.679091972147881E+000;9.136588600631612E+001;
5.440220110055028E+009;-1.699545256425322E+000;8.347266110703293E+001;
5.444222111055528E+009;-1.646989511927218E+000;7.550407331328547E+001;
5.448224112056028E+009;-1.603406043212080E+000;6.793223222521755E+001;
5.452226113056528E+009;-1.561359574679681E+000;6.039357957557323E+001;
5.456228114057029E+009;-1.578760038285322E+000;5.346305832952307E+001;
5.460230115057529E+009;-1.496814346518407E+000;4.642920764128410E+001;
5.464232116058029E+009;-1.450690690288023E+000;3.978815385688963E+001;
5.468234117058529E+009;-1.407639217077606E+000;3.299203789545865E+001;
5.472236118059030E+009;-1.344297009045927E+000;2.626023833781535E+001;
5.476238119059530E+009;-1.311485305487889E+000;2.010134531846227E+001;
5.480240120060030E+009;-1.240996730935957E+000;1.342024170152114E+001;
5.484242121060531E+009;-1.211219768966854E+000;7.017688565519333E+000;
5.488244122061030E+009;-1.185494470160047E+000;4.168857776229927E-001;
5.492246123061531E+009;-1.189107388482406E+000;-6.139334721573100E+000;
5.496248124062031E+009;-1.157882994329384E+000;-1.319493030629570E+001;
5.500250125062532E+009;-1.116351333389646E+000;-2.017940323355214E+001;
5.504252126063031E+009;-1.105712382128302E+000;-2.752076200172244E+001;
5.508254127063532E+009;-1.068527460038716E+000;-3.477250227696999E+001;
5.512256128064032E+009;-1.116273113450857E+000;-4.269180244803435E+001;
5.516258129064532E+009;-1.135881473990922E+000;-5.064869865676567E+001;
5.520260130065033E+009;-1.184103860846771E+000;-5.926230560841196E+001;
5.524262131065533E+009;-1.238333271226509E+000;-6.813302643643635E+001;
5.528264132066033E+009;-1.294202664113223E+000;-7.755139852645387E+001;
5.532266133066533E+009;-1.345143579092295E+000;-8.671461710272915E+001;
5.536268134067034E+009;-1.480540672429924E+000;-9.716414748165762E+001;
5.540270135067534E+009;-1.510831071653568E+000;-1.080591955148059E+002;
5.544272136068034E+009;-1.630254986690359E+000;-1.188803579728131E+002;
5.548274137068534E+009;-1.731253404022729E+000;-1.304292186017665E+002;
5.552276138069035E+009;-1.893488696456010E+000;-1.421034796635376E+002;
5.556278139069534E+009;-1.952672456835263E+000;-1.541333812991713E+002;
5.560280140070035E+009;-1.991034310057594E+000;-1.665557181271818E+002;
5.564282141070536E+009;-2.021188674332914E+000;-1.780159792896537E+002;
5.568284142071035E+009;-2.039665710461522E+000;1.692864504762224E+002;
5.572286143071536E+009;-2.026105922529545E+000;1.574538809923622E+002;
5.576288144072036E+009;-1.976528533199796E+000;1.458103489752012E+002;
5.580290145072537E+009;-1.968374629311174E+000;1.349473745600667E+002;
5.584292146073036E+009;-1.919219290945720E+000;1.244107929993576E+002;
5.588294147073537E+009;-1.839320253109219E+000;1.137334652294821E+002;
5.592296148074038E+009;-1.764194331408363E+000;1.041250678887281E+002;
5.596298149074537E+009;-1.655953265149668E+000;9.493783981630791E+001;
5.600300150075037E+009;-1.562258292846493E+000;8.617225184821986E+001;
5.604302151075538E+009;-1.530662402574125E+000;7.778310500916163E+001;
5.608304152076038E+009;-1.494346649008755E+000;6.957843652926141E+001;
5.612306153076538E+009;-1.352543771555564E+000;6.204336279153858E+001;
5.616308154077039E+009;-1.349296938869293E+000;5.460635881066233E+001;
5.620310155077539E+009;-1.280970834352478E+000;4.761455145463871E+001;
5.624312156078039E+009;-1.227965725893250E+000;4.047869591113538E+001;
5.628314157078539E+009;-1.234302177601768E+000;3.336571592906865E+001;
5.632316158079040E+009;-1.188209351236805E+000;2.716115313632877E+001;
5.636318159079540E+009;-1.164017383842413E+000;2.020740115425687E+001;
5.640320160080040E+009;-1.149546881480623E+000;1.400923561409715E+001;
5.644322161080541E+009;-1.145189441798633E+000;7.811547681377103E+000;
5.648324162081040E+009;-1.178342430805899E+000;5.887803857738576E-001;
5.652326163081541E+009;-1.146246613055894E+000;-5.506237197264091E+000;
5.656328164082041E+009;-1.196375202163472E+000;-1.223822369546880E+001;
5.660330165082542E+009;-1.228432801771866E+000;-1.864271397569441E+001;
5.664332166083041E+009;-1.209197421573820E+000;-2.541059923443202E+001;
5.668334167083542E+009;-1.269212241829134E+000;-3.254281656938156E+001;
5.672336168084042E+009;-1.292415594247456E+000;-4.000313425140941E+001;
5.676338169084542E+009;-1.340869184235221E+000;-4.764832253605910E+001;
5.680340170085043E+009;-1.368330012901761E+000;-5.561476483781790E+001;
5.684342171085543E+009;-1.418450830691442E+000;-6.351309172533911E+001;
5.688344172086043E+009;-1.504947116796406E+000;-7.212891350062847E+001;
5.692346173086543E+009;-1.556140640443455E+000;-8.149194824381692E+001;
5.696348174087044E+009;-1.620049849311719E+000;-9.128361397518029E+001;
5.700350175087544E+009;-1.657593735972738E+000;-1.010846184882027E+002;
5.704352176088044E+009;-1.697503273570745E+000;-1.119587382376200E+002;
5.708354177088544E+009;-1.746930911083007E+000;-1.230659161608895E+002;
5.712356178089045E+009;-1.793482920413967E+000;-1.339466702035322E+002;
5.716358179089544E+009;-1.857680131694075E+000;-1.465858698776520E+002;
5.720360180090045E+009;-1.864430506132104E+000;-1.584745956356616E+002;
5.724362181090546E+009;-1.927183558024697E+000;-1.712390031711874E+002;
5.728364182091045E+009;-1.915097114901670E+000;1.760811830767445E+002;
5.732366183091546E+009;-1.901886147883889E+000;1.636675155751558E+002;
5.736368184092046E+009;-1.880807409283313E+000;1.515156890776976E+002;
5.740370185092547E+009;-1.868884308688831E+000;1.395245518168658E+002;
5.744372186093046E+009;-1.835522299759006E+000;1.281624365591289E+002;
5.748374187093547E+009;-1.803936978529953E+000;1.168883623167441E+002;
5.752376188094048E+009;-1.726153984882054E+000;1.064123052650056E+002;
5.756378189094547E+009;-1.742548392376949E+000;9.679927993606169E+001;
5.760380190095047E+009;-1.689579330151463E+000;8.695405571878096E+001;
5.764382191095548E+009;-1.667639179151774E+000;7.892937058269571E+001;
5.768384192096048E+009;-1.674491752592572E+000;6.999771316355881E+001;
5.772386193096548E+009;-1.588659892225834E+000;6.179963433703177E+001;
5.776388194097049E+009;-1.581051585404910E+000;5.384370252809039E+001;
5.780390195097549E+009;-1.564276328187413E+000;4.659944916170602E+001;
5.784392196098049E+009;-1.540513627506319E+000;3.954776260215571E+001;
5.788394197098549E+009;-1.478460386411551E+000;3.255606721479269E+001;
5.792396198099050E+009;-1.460433547086592E+000;2.598251800082378E+001;
5.796398199099550E+009;-1.426276298390919E+000;1.931428267327625E+001;
5.800400200100050E+009;-1.363496637927590E+000;1.305033437316882E+001;
5.804402201100551E+009;-1.411187716476510E+000;6.440238398750459E+000;
5.808404202101050E+009;-1.365849651711421E+000;7.975343672751364E-002;
5.812406203101551E+009;-1.318047050519067E+000;-6.178939876482633E+000;
5.816408204102051E+009;-1.293702708996825E+000;-1.245667721136192E+001;
5.820410205102552E+009;-1.271748948639379E+000;-1.895263507664357E+001;
5.824412206103051E+009;-1.246140485232685E+000;-2.597213134143086E+001;
5.828414207103552E+009;-1.264319929286342E+000;-3.239066167687896E+001;
5.832416208104052E+009;-1.255612157248055E+000;-3.946070574849307E+001;
5.836418209104552E+009;-1.208693772069016E+000;-4.646393310617406E+001;
5.840420210105053E+009;-1.229593478681645E+000;-5.411808408780501E+001;
5.844422211105553E+009;-1.239155822654221E+000;-6.163173204714273E+001;
5.848424212106053E+009;-1.227568000988976E+000;-6.995982244591257E+001;
5.852426213106553E+009;-1.281350868876427E+000;-7.819449930291137E+001;
5.856428214107054E+009;-1.296616268209007E+000;-8.714388093576194E+001;
5.860430215107554E+009;-1.304330708318877E+000;-9.637835289139088E+001;
5.864432216108054E+009;-1.396403473585141E+000;-1.063090961503750E+002;
5.868434217108554E+009;-1.446701292326008E+000;-1.163367068487266E+002;
5.872436218109055E+009;-1.586078292398921E+000;-1.273851840782921E+002;
5.876438219109554E+009;-1.689130335556809E+000;-1.389654373200175E+002;
5.880440220110055E+009;-1.764073112145919E+000;-1.508789129969054E+002;
5.884442221110556E+009;-1.798751872339464E+000;-1.626602394054580E+002;
5.888444222111055E+009;-1.909896936510263E+000;-1.747138322650272E+002;
5.892446223111556E+009;-2.008395538712410E+000;1.728961759658815E+002;
5.896448224112056E+009;-2.026606419189103E+000;1.604141767678784E+002;
5.900450225112557E+009;-2.084300541370752E+000;1.480942222277795E+002;
5.904452226113056E+009;-2.098880244142046E+000;1.359595368168639E+002;
5.908454227113557E+009;-2.056879956331734E+000;1.244605530161195E+002;
5.912456228114058E+009;-2.056731568610756E+000;1.137186015606362E+002;
5.916458229114557E+009;-2.011268407812196E+000;1.026305302918983E+002;
5.920460230115058E+009;-1.966281539773082E+000;9.225671668472711E+001;
5.924462231115558E+009;-1.856374478582187E+000;8.240256099210254E+001;
5.928464232116058E+009;-1.818065592527750E+000;7.308432219342349E+001;
5.932466233116558E+009;-1.729821170333155E+000;6.415800387861547E+001;
5.936468234117059E+009;-1.656386669816679E+000;5.606959601048914E+001;
5.940470235117559E+009;-1.596589548530001E+000;4.795020254456132E+001;
5.944472236118059E+009;-1.510038579042576E+000;4.025649894432971E+001;
5.948474237118559E+009;-1.458653789363344E+000;3.270677708412809E+001;
5.952476238119060E+009;-1.429672578850781E+000;2.576553387996833E+001;
5.956478239119560E+009;-1.354866722490991E+000;1.882330497054100E+001;
5.960480240120060E+009;-1.260400472739249E+000;1.184568120911074E+001;
5.964482241120561E+009;-1.286841523178067E+000;5.556725784027012E+000;
5.968484242121060E+009;-1.169080905272965E+000;-9.335280157313926E-001;
5.972486243121561E+009;-1.158266097792111E+000;-7.434957512342243E+000;
5.976488244122061E+009;-1.142591336949283E+000;-1.380431565228300E+001;
5.980490245122562E+009;-1.139166774599552E+000;-2.065886030735391E+001;
5.984492246123061E+009;-1.100498143636040E+000;-2.634420497430778E+001;
5.988494247123562E+009;-1.111073607584189E+000;-3.278028950216643E+001;
5.992496248124062E+009;-1.158361990249155E+000;-3.956202990457958E+001;
5.996498249124562E+009;-1.138142959715896E+000;-4.658291833208840E+001;
6.000500250125063E+009;-1.193919467706896E+000;-5.325777337459152E+001;
6.004502251125563E+009;-1.170874542266772E+000;-6.062129917555657E+001;
6.008504252126063E+009;-1.224131053095642E+000;-6.794746481507586E+001;
6.012506253126563E+009;-1.233790319392584E+000;-7.556365662337632E+001;
6.016508254127064E+009;-1.315704149185354E+000;-8.365269965352570E+001;
6.020510255127564E+009;-1.357698484463492E+000;-9.232360663208405E+001;
6.024512256128064E+009;-1.438518581149600E+000;-1.012131637090955E+002;
6.028514257128564E+009;-1.519905920895487E+000;-1.108001277418520E+002;
6.032516258129065E+009;-1.665560875447668E+000;-1.206910445651296E+002;
6.036518259129564E+009;-1.695089427287651E+000;-1.312777757126476E+002;
6.040520260130065E+009;-1.750716027684181E+000;-1.420813269212592E+002;
6.044522261130566E+009;-1.838813677035591E+000;-1.537467623565663E+002;
6.048524262131065E+009;-1.957451028271120E+000;-1.659337237749663E+002;
6.052526263131566E+009;-1.988159400808520E+000;-1.786173228098543E+002;
6.056528264132066E+009;-2.071125983910371E+000;1.687656165335645E+002;
6.060530265132567E+009;-2.121538511759816E+000;1.563978741694183E+002;
6.064532266133066E+009;-2.067652830102125E+000;1.436693536182122E+002;
6.068534267133567E+009;-2.070297395353829E+000;1.312322738967830E+002;
6.072536268134068E+009;-2.021168923631504E+000;1.192679860900441E+002;
6.076538269134567E+009;-1.996408318770635E+000;1.077175379114308E+002;
6.080540270135067E+009;-1.975037881699862E+000;9.633482233570967E+001;
6.084542271135568E+009;-1.893142270181879E+000;8.580210776633504E+001;
6.088544272136068E+009;-1.829308998330702E+000;7.596010940456574E+001;
6.092546273136568E+009;-1.775565195498107E+000;6.639620880333469E+001;
6.096548274137069E+009;-1.708916393633456E+000;5.742702536754567E+001;
6.100550275137569E+009;-1.634508427260972E+000;4.888305244247509E+001;
6.104552276138069E+009;-1.617241131795363E+000;4.086819360540604E+001;
6.108554277138569E+009;-1.510599446935692E+000;3.325179585475991E+001;
6.112556278139070E+009;-1.465415366782780E+000;2.582456689924201E+001;
6.116558279139570E+009;-1.451682556576727E+000;1.880753517936824E+001;
6.120560280140070E+009;-1.384361294086943E+000;1.166675017705337E+001;
6.124562281140571E+009;-1.377865477877785E+000;5.076617987753486E+000;
6.128564282141070E+009;-1.334670299882458E+000;-1.306719311914382E+000;
6.132566283141571E+009;-1.348313881207378E+000;-7.397255479939568E+000;
6.136568284142071E+009;-1.321670286922591E+000;-1.409326724149432E+001;
6.140570285142571E+009;-1.278760263054409E+000;-2.030729027227344E+001;
6.144572286143072E+009;-1.241803485852438E+000;-2.664593977210118E+001;
6.148574287143572E+009;-1.264074764510013E+000;-3.273279755012937E+001;
6.152576288144072E+009;-1.259872814286766E+000;-3.957572004181321E+001;
6.156578289144572E+009;-1.256218020872183E+000;-4.563771398388327E+001;
6.160580290145073E+009;-1.245493016158395E+000;-5.264628791843315E+001;
6.164582291145573E+009;-1.211570988228028E+000;-5.939562555642905E+001;
6.168584292146073E+009;-1.270929956216434E+000;-6.666893863853765E+001;
6.172586293146573E+009;-1.255058829981472E+000;-7.411115544506556E+001;
6.176588294147074E+009;-1.274395428724338E+000;-8.195258731956481E+001;
6.180590295147574E+009;-1.260704614704559E+000;-9.001457882695409E+001;
6.184592296148074E+009;-1.305390533675980E+000;-9.854432679832746E+001;
6.188594297148575E+009;-1.387894679912783E+000;-1.076422479868429E+002;
6.192596298149075E+009;-1.426506492485076E+000;-1.169536773769866E+002;
6.196598299149574E+009;-1.493778220169017E+000;-1.268141287356147E+002;
6.200600300150075E+009;-1.610300959379768E+000;-1.374134848205800E+002;
6.204602301150576E+009;-1.654848334698008E+000;-1.485825442436216E+002;
6.208604302151075E+009;-1.754139608417789E+000;-1.591056515038322E+002;
6.212606303151576E+009;-1.853029726616913E+000;-1.712516522304821E+002;
6.216608304152076E+009;-1.890315677299255E+000;1.759755636763295E+002;
6.220610305152576E+009;-1.986740690132211E+000;1.640079252048731E+002;
6.224612306153076E+009;-2.050651560655746E+000;1.516513125259124E+002;
6.228614307153577E+009;-2.136859412522269E+000;1.388373046909946E+002;
6.232616308154078E+009;-2.071391182412687E+000;1.270437079188780E+002;
6.236618309154577E+009;-2.068583192271507E+000;1.145607374697760E+002;
6.240620310155077E+009;-2.110800687417077E+000;1.033308479948988E+002;
6.244622311155578E+009;-2.081707880232715E+000;9.200330453495654E+001;
6.248624312156078E+009;-2.008718092387120E+000;8.145208284571059E+001;
6.252626313156578E+009;-1.951632118428013E+000;7.139575663464734E+001;
6.256628314157079E+009;-1.866519218416338E+000;6.173955737857693E+001;
6.260630315157579E+009;-1.843037381359857E+000;5.298276829403616E+001;
6.264632316158079E+009;-1.793929686188147E+000;4.418664473621367E+001;
6.268634317158579E+009;-1.684602738082921E+000;3.628886301953210E+001;
6.272636318159080E+009;-1.605219844144400E+000;2.797351863075214E+001;
6.276638319159580E+009;-1.591637225007025E+000;2.048520012871618E+001;
6.280640320160080E+009;-1.512891802093802E+000;1.305642865287128E+001;
6.284642321160581E+009;-1.408457615465073E+000;6.100155652149666E+000;
6.288644322161080E+009;-1.399968876796342E+000;-6.147282136465839E-001;
6.292646323161581E+009;-1.378246979280202E+000;-7.288570600432016E+000;
6.296648324162081E+009;-1.329264537641667E+000;-1.396470698278487E+001;
6.300650325162581E+009;-1.265468620282537E+000;-2.021550430730056E+001;
6.304652326163082E+009;-1.231970824973600E+000;-2.657647049940099E+001;
6.308654327163582E+009;-1.199448160739706E+000;-3.303927585732742E+001;
6.312656328164082E+009;-1.178685264731287E+000;-3.975034558229518E+001;
6.316658329164582E+009;-1.143542613602131E+000;-4.590068656117707E+001;
6.320660330165083E+009;-1.096486201280013E+000;-5.273456293109664E+001;
6.324662331165583E+009;-1.112167250001467E+000;-5.916912748789602E+001;
6.328664332166083E+009;-1.139109394689979E+000;-6.584614049233619E+001;
6.332666333166583E+009;-1.149527681706348E+000;-7.301597721644157E+001;
6.336668334167084E+009;-1.183818836533070E+000;-8.012175007457894E+001;
6.340670335167584E+009;-1.217616670185921E+000;-8.780079733656581E+001;
6.344672336168084E+009;-1.250267782478270E+000;-9.551158214560665E+001;
6.348674337168585E+009;-1.305385765557251E+000;-1.040572566031793E+002;
6.352676338169085E+009;-1.362783980098924E+000;-1.125411440357036E+002;
6.356678339169584E+009;-1.400564421889887E+000;-1.214600632875247E+002;
6.360680340170085E+009;-1.540961686063389E+000;-1.312528290106947E+002;
6.364682341170586E+009;-1.557181384797048E+000;-1.414358190083904E+002;
6.368684342171085E+009;-1.711474575371700E+000;-1.520276235508584E+002;
6.372686343171586E+009;-1.761326067927816E+000;-1.634253079302864E+002;
6.376688344172086E+009;-1.868115983415220E+000;-1.747094603733613E+002;
6.380690345172586E+009;-1.963341773882560E+000;1.731461606562270E+002;
6.384692346173086E+009;-2.058190712029870E+000;1.602757055458953E+002;
6.388694347173587E+009;-2.114813511589913E+000;1.478203697605082E+002;
6.392696348174088E+009;-2.141611283548212E+000;1.349336079457944E+002;
6.396698349174587E+009;-2.151116552590944E+000;1.224341899838481E+002;
6.400700350175087E+009;-2.162111687652136E+000;1.100575557349290E+002;
6.404702351175588E+009;-2.095525619730403E+000;9.795500466067657E+001;
6.408704352176088E+009;-2.051031858371764E+000;8.643106929868873E+001;
6.412706353176588E+009;-2.045787273173726E+000;7.519073986118382E+001;
6.416708354177089E+009;-1.962401308007128E+000;6.473446665155122E+001;
6.420710355177589E+009;-1.912156085577931E+000;5.453210726424574E+001;
6.424712356178089E+009;-1.789443707599808E+000;4.568050505770691E+001;
6.428714357178589E+009;-1.771423488792993E+000;3.683304564297897E+001;
6.432716358179090E+009;-1.630159427526021E+000;2.797727417071166E+001;
6.436718359179590E+009;-1.601027045529546E+000;2.034660527104358E+001;
6.440720360180090E+009;-1.533394976535117E+000;1.257745437626791E+001;
6.444722361180591E+009;-1.520261545068965E+000;5.758325829766070E+000;
6.448724362181090E+009;-1.474573295065553E+000;-1.205770524661890E+000;
6.452726363181591E+009;-1.411868498003314E+000;-7.993256060240995E+000;
6.456728364182091E+009;-1.385833156738973E+000;-1.472404969933903E+001;
6.460730365182591E+009;-1.330421681451499E+000;-2.075217748357894E+001;
6.464732366183092E+009;-1.302870790943265E+000;-2.716058577317448E+001;
6.468734367183592E+009;-1.242284189339475E+000;-3.333849928564448E+001;
6.472736368184092E+009;-1.232376562846284E+000;-3.941586830861623E+001;
6.476738369184592E+009;-1.214865337226992E+000;-4.576347641350986E+001;
6.480740370185093E+009;-1.185157000163326E+000;-5.177893997878270E+001;
6.484742371185593E+009;-1.209591517416921E+000;-5.856549186058121E+001;
6.488744372186093E+009;-1.202543358600359E+000;-6.483062366422969E+001;
6.492746373186593E+009;-1.170050877569324E+000;-7.161962734892825E+001;
6.496748374187094E+009;-1.181075030608200E+000;-7.813274337155895E+001;
6.500750375187594E+009;-1.219911315804877E+000;-8.539736997679934E+001;
6.504752376188094E+009;-1.214817790999410E+000;-9.285433918175325E+001;
6.508754377188595E+009;-1.283857802686621E+000;-1.006069049520605E+002;
6.512756378189095E+009;-1.268984009562644E+000;-1.087320407362753E+002;
6.516758379189594E+009;-1.377276790302061E+000;-1.174588307219435E+002;
6.520760380190095E+009;-1.398814373550761E+000;-1.262364657816835E+002;
6.524762381190596E+009;-1.471826131176898E+000;-1.359676217222080E+002;
6.528764382191095E+009;-1.553292276113255E+000;-1.460276581459591E+002;
6.532766383191596E+009;-1.652260038264774E+000;-1.568504074504400E+002;
6.536768384192096E+009;-1.743196130990665E+000;-1.681142979127227E+002;
6.540770385192596E+009;-1.870134358537297E+000;-1.798733441268900E+002;
6.544772386193096E+009;-1.940460547008808E+000;1.676331188536180E+002;
6.548774387193597E+009;-2.035629331148092E+000;1.553734984353272E+002;
6.552776388194098E+009;-2.120536504202313E+000;1.426110991820026E+002;
6.556778389194597E+009;-2.144299201067120E+000;1.300064488655619E+002;
6.560780390195097E+009;-2.173334362269945E+000;1.170579438832078E+002;
6.564782391195598E+009;-2.183446708509666E+000;1.044894914411126E+002;
